Timestamp,Gyroscope_x,Gyroscope_y,Gyroscope_z,Accelerometer_x,Accelerometer_y,Accelerometer_z,Magnetometer_x,Magnetometer_y,Magnetometer_z,Latitude,Longitude,Altitude,Speed
1677898055220,-0.03892476111650467,0.28690341114997864,-0.1653897613286972,null,null,null,null,null,null,null,null,null,null
1677898055225,null,null,null,0.0660400390625,-0.986907958984375,-0.2180328369140625,null,null,null,null,null,null,null
1677898055245,null,null,null,null,null,null,-7.712779998779297,-15.175457954406738,0.8955650329589844,null,null,null,null
1677898055338,0.00717588746920228,0.17580564320087433,-0.042873166501522064,null,null,null,null,null,null,null,null,null,null
1677898055343,null,null,null,0.012420654296875,-0.9905853271484375,-0.215911865234375,null,null,null,null,null,null,null
1677898055349,null,null,null,null,null,null,-7.797023773193359,-15.08509349822998,0.5180397033691406,null,null,null,null
1677898055436,-0.08899378776550293,0.10373038798570633,-0.00612340634688735,null,null,null,null,null,null,null,null,null,null
1677898055442,null,null,null,0.0250244140625,-0.99761962890625,-0.1920928955078125,null,null,null,null,null,null,null
1677898055448,null,null,null,null,null,null,-7.899627685546875,-15.12316608428955,0.6692695617675781,null,null,null,null
1677898055535,-0.06900809705257416,0.013773868791759014,-0.023389745503664017,null,null,null,null,null,null,null,null,null,null
1677898055541,null,null,null,0.0478973388671875,-0.979522705078125,-0.203369140625,null,null,null,null,null,null,null
1677898055547,null,null,null,null,null,null,-8.29611587524414,-14.72647762298584,1.82470703125,null,null,null,null
1677898055635,0.002531600883230567,0.04280312359333038,0.028906749561429024,null,null,null,null,null,null,null,null,null,null
1677898055640,null,null,null,0.055450439453125,-0.99652099609375,-0.2238006591796875,null,null,null,null,null,null,null
1677898055659,null,null,null,null,null,null,-8.113445281982422,-14.876337051391602,1.1099395751953125,null,null,null,null
1677898055726,-0.017580324783921242,0.02454289421439171,0.025486983358860016,null,null,null,null,null,null,null,null,null,null
1677898055732,null,null,null,0.0609130859375,-0.9875946044921875,-0.203765869140625,null,null,null,null,null,null,null
1677898055747,null,null,null,null,null,null,-8.27688980102539,-14.639812469482422,1.0317268371582031,null,null,null,null
1677898055838,0.02431679144501686,-0.03111211210489273,-0.03430577740073204,null,null,null,null,null,null,null,null,null,null
1677898055843,null,null,null,0.0673065185546875,-0.937164306640625,-0.2275848388671875,null,null,null,null,null,null,null
1677898055849,null,null,null,null,null,null,-8.00924301147461,-15.053832054138184,0.48218536376953125,null,null,null,null
1677898055937,0.1070212572813034,-0.0258070956915617,0.00010705907334340736,null,null,null,null,null,null,null,null,null,null
1677898055942,null,null,null,0.05889892578125,-0.950225830078125,-0.250823974609375,null,null,null,null,null,null,null
1677898055948,null,null,null,null,null,null,-7.717048645019531,-15.379206657409668,-0.08092117309570312,null,null,null,null
1677898056037,0.02774321474134922,0.017778463661670685,0.03322799503803253,null,null,null,null,null,null,null,null,null,null
1677898056044,null,null,null,0.0601348876953125,-0.9920196533203125,-0.2273406982421875,null,null,null,null,null,null,null
1677898056049,null,null,null,null,null,null,-7.809440612792969,-15.20596981048584,0.18589401245117188,null,null,null,null
1677898056139,-0.06356778740882874,-0.020618459209799767,-0.019283415749669075,null,null,null,null,null,null,null,null,null,null
1677898056147,null,null,null,0.0654296875,-0.971771240234375,-0.21673583984375,null,null,null,null,null,null,null
1677898056154,null,null,null,null,null,null,-8.432926177978516,-13.845661163330078,1.8986015319824219,null,null,null,null
1677898056236,0.025721341371536255,0.011641476303339005,0.007216101046651602,null,null,null,null,null,null,null,null,null,null
1677898056241,null,null,null,0.05291748046875,-0.9841156005859375,-0.2346343994140625,null,null,null,null,null,null,null
1677898056251,null,null,null,null,null,null,-8.445621490478516,-14.305723190307617,1.575164794921875,null,null,null,null
1677898056341,-0.018280204385519028,0.05511092394590378,0.0439101979136467,null,null,null,null,null,null,null,null,null,null
1677898056347,null,null,null,0.049774169921875,-0.990966796875,-0.1962738037109375,null,null,null,null,null,null,null
1677898056353,null,null,null,null,null,null,-8.322513580322266,-14.541292190551758,1.0438232421875,null,null,null,null
1677898056439,-0.06440615653991699,0.00950748473405838,-0.02629418857395649,null,null,null,null,null,null,null,null,null,null
1677898056444,null,null,null,0.0556640625,-0.9511566162109375,-0.202301025390625,null,null,null,null,null,null,null
1677898056454,null,null,null,null,null,null,-8.28411865234375,-14.590373992919922,1.232421875,null,null,null,null
1677898056539,0.06544318795204163,-0.016406670212745667,-0.02581828087568283,null,null,null,null,null,null,null,null,null,null
1677898056544,null,null,null,0.0579833984375,-0.94818115234375,-0.243743896484375,null,null,null,null,null,null,null
1677898056554,null,null,null,null,null,null,-8.26727294921875,-14.600076675415039,0.9278793334960938,null,null,null,null
1677898056640,0.05225095525383949,0.048582714051008224,0.031620509922504425,null,null,null,null,null,null,null,null,null,null
1677898056645,null,null,null,0.05645751953125,-0.9857330322265625,-0.2301483154296875,null,null,null,null,null,null,null
1677898056665,null,null,null,null,null,null,-7.848854064941406,-15.13936710357666,0.5615921020507812,null,null,null,null
1677898056732,-0.021396635100245476,-0.0005129248020239174,0.006130862981081009,null,null,null,null,null,null,null,null,null,null
1677898056737,null,null,null,0.06829833984375,-0.969970703125,-0.2201690673828125,null,null,null,null,null,null,null
1677898056754,null,null,null,null,null,null,-7.581752777099609,-15.549921035766602,-0.15240478515625,null,null,null,null
1677898056844,null,null,null,0.068206787109375,-0.9474639892578125,-0.234710693359375,null,null,null,null,null,null,null
1677898056851,0.0397559329867363,-0.05143682658672333,-0.00336197461001575,null,null,null,null,null,null,null,null,null,null
1677898056856,null,null,null,null,null,null,-7.607761383056641,-15.545360565185547,-0.14795303344726562,null,null,null,null
1677898056946,0.013168266043066978,0.02364647388458252,0.053594253957271576,null,null,null,null,null,null,null,null,null,null
1677898056951,null,null,null,0.0580596923828125,-1.003814697265625,-0.2159881591796875,null,null,null,null,null,null,null
1677898056957,null,null,null,null,null,null,-8.245285034179688,-14.407391548156738,1.1769523620605469,null,null,null,null
1677898057047,-0.09326869249343872,-0.013667874969542027,0.004829908721148968,null,null,null,null,null,null,null,null,null,null
1677898057052,null,null,null,0.056365966796875,-0.99139404296875,-0.21087646484375,null,null,null,null,null,null,null
1677898057058,null,null,null,null,null,null,-8.016124725341797,-14.743773460388184,1.0391693115234375,null,null,null,null
1677898057147,0.031090807169675827,-0.04761652275919914,-0.05312633514404297,null,null,null,null,null,null,null,null,null,null
1677898057153,null,null,null,0.062042236328125,-0.9471282958984375,-0.224884033203125,null,null,null,null,null,null,null
1677898057170,null,null,null,null,null,null,-8.044078826904297,-14.771256446838379,0.9377670288085938,null,null,null,null
1677898057234,0.016443422064185143,0.05037955194711685,0.00012010856153210625,null,null,null,null,null,null,null,null,null,null
1677898057238,null,null,null,0.058074951171875,-0.988494873046875,-0.222991943359375,null,null,null,null,null,null,null
1677898057258,null,null,null,null,null,null,-8.18105697631836,-14.470046043395996,0.9726142883300781,null,null,null,null
1677898057351,-0.04258207976818085,-0.019703663885593414,0.03645281493663788,null,null,null,null,null,null,null,null,null,null
1677898057358,null,null,null,0.058135986328125,-0.996551513671875,-0.2171630859375,null,null,null,null,null,null,null
