,Accelerometer_vehicle_z
526,0.7502837883075786
527,0.7502837883075786
528,0.7502837883075786
529,0.2687414409092927
530,0.2687414409092927
531,0.2687414409092927
532,0.21548310656528097
533,0.21548310656528097
534,0.21548310656528097
535,0.04290508694076178
536,0.04290508694076178
537,0.04290508694076178
538,0.04290508694076178
539,1.76750962317462
540,1.76750962317462
541,1.4210808261952375
542,1.4210808261952375
543,1.4210808261952375
544,0.5550013769262169
545,0.5550013769262169
546,0.5550013769262169
547,0.5550013769262169
548,0.26087880680208486
549,0.26087880680208486
550,0.26087880680208486
551,0.3257405618109628
552,0.3257405618109628
553,0.3257405618109628
554,0.32200142345049965
555,0.32200142345049965
556,0.32200142345049965
557,0.8421253317242724
558,0.8421253317242724
559,0.8421253317242724
560,0.37159733201151957
561,0.37159733201151957
562,0.5369771462584022
563,0.5369771462584022
564,0.5369771462584022
565,0.5369771462584022
566,0.021848615409034374
567,0.021848615409034374
568,0.021848615409034374
569,0.8967963446935557
570,0.8967963446935557
571,0.8967963446935557
572,0.47333511507105663
573,0.47333511507105663
574,0.47333511507105663
575,0.47333511507105663
576,0.07076527721346733
577,0.07076527721346733
578,0.07076527721346733
579,0.21495160898091573
580,0.21495160898091573
581,0.21495160898091573
582,0.22029881695276707
583,0.22029881695276707
584,0.22029881695276707
585,0.40276378617018377
586,0.40276378617018377
587,0.40276378617018377
588,1.4432070097080831
589,1.4432070097080831
590,1.4432070097080831
591,0.35447662236325056
592,0.35447662236325056
593,0.35447662236325056
594,0.057921339525582365
595,0.057921339525582365
596,0.057921339525582365
597,0.06756343762930085
598,0.06756343762930085
599,0.06756343762930085
600,0.4784120046167621
601,0.4784120046167621
602,0.4784120046167621
603,0.6787260480334784
604,0.6787260480334784
605,0.6787260480334784
606,0.6787260480334784
607,0.5111293235381267
608,0.5111293235381267
609,0.5111293235381267
610,0.44039575998738256
611,0.44039575998738256
612,0.44039575998738256
613,0.6949236651769428
614,0.6949236651769428
615,0.43447916910934214
616,0.43447916910934214
617,0.43447916910934214
618,0.3282730525286295
619,0.3282730525286295
620,0.3282730525286295
621,0.6111024895291088
622,0.6111024895291088
623,0.6111024895291088
624,0.6111024895291088
625,0.10644123054835385
626,0.10644123054835385
627,0.10644123054835385
628,0.9658353753282041
629,0.9658353753282041
630,0.9658353753282041
631,0.9658353753282041
632,1.0131330609281952
633,1.0131330609281952
634,0.3164039271761215
635,0.3164039271761215
636,0.3164039271761215
637,0.3164039271761215
638,0.715097551241181
639,0.715097551241181
640,0.715097551241181
641,0.284812211787986
642,0.284812211787986
643,0.4209821637175443
644,0.4209821637175443
645,0.4209821637175443
646,0.4209821637175443
647,0.04853470572595196
648,0.04853470572595196
649,0.27261950455144934
650,0.27261950455144934
651,0.27261950455144934
652,0.9470118230655069
653,0.9470118230655069
654,0.9470118230655069
655,0.9470118230655069
656,0.2661399064395003
657,0.2661399064395003
658,0.2661399064395003
659,0.2661399064395003
660,0.07288625709624821
661,0.07288625709624821
662,0.12172762878462438
663,0.12172762878462438
664,0.12172762878462438
665,0.29958635219226537
666,0.29958635219226537
667,0.29958635219226537
668,0.29958635219226537
669,0.17300409229804886
670,0.17300409229804886
671,0.604827043917037
672,0.604827043917037
673,0.604827043917037
674,0.604827043917037
675,0.2393387185184276
676,0.2393387185184276
677,0.2393387185184276
678,0.9240101939429567
679,0.9240101939429567
680,0.43767782287424567
681,0.43767782287424567
682,0.43767782287424567
683,0.43767782287424567
684,0.0868634795741856
685,0.0868634795741856
686,0.0868634795741856
687,0.21736378266977766
688,0.21736378266977766
689,0.21736378266977766
690,0.21736378266977766
691,0.0028864846830480625
692,0.0028864846830480625
693,0.0028864846830480625
694,0.09510990640694862
695,0.09510990640694862
696,0.02860914533374027
697,0.02860914533374027
698,0.02860914533374027
699,0.2691400689593972
700,0.2691400689593972
701,0.2691400689593972
702,0.2691400689593972
703,0.6563710622419806
704,0.6563710622419806
705,0.3728647284729679
706,0.3728647284729679
707,0.3728647284729679
708,0.18355135834213138
709,0.18355135834213138
710,0.18355135834213138
711,0.37632774473645686
712,0.37632774473645686
713,0.37632774473645686
714,0.37632774473645686
715,0.19276438784912794
716,0.19276438784912794
717,0.3321367731133198
718,0.3321367731133198
719,0.3321367731133198
720,0.3321367731133198
721,0.3321367731133198
722,0.050624799521941634
723,0.050624799521941634
724,0.050624799521941634
725,0.19125769877652643
726,0.19125769877652643
727,0.19125769877652643
728,0.16216727238767656
729,0.16216727238767656
730,0.16216727238767656
731,0.011628417387568637
732,0.011628417387568637
733,0.011628417387568637
734,0.44208220144731875
735,0.44208220144731875
736,0.44208220144731875
737,0.7507738246707385
738,0.7507738246707385
739,0.7507738246707385
740,0.7701458766389832
741,0.7701458766389832
742,0.7701458766389832
743,0.8736207498744889
744,0.8736207498744889
745,0.8736207498744889
746,0.17203407324803652
747,0.17203407324803652
748,0.17203407324803652
749,0.5314786821909044
750,0.5314786821909044
751,0.5314786821909044
752,0.5314786821909044
753,0.3927879458317965
754,0.3927879458317965
755,0.3927879458317965
756,0.1537737614708927
757,0.1537737614708927
758,0.1537737614708927
759,0.09506796822778103
760,0.09506796822778103
761,0.05615536735338047
762,0.05615536735338047
763,0.05615536735338047
764,0.9046437684657734
765,0.9046437684657734
766,0.9046437684657734
767,0.9046437684657734
768,0.29288463130595954
769,0.29288463130595954
770,0.29288463130595954
771,0.10252776764447043
772,0.10252776764447043
773,0.10252776764447043
774,0.3602237492207373
775,0.3602237492207373
776,0.3602237492207373
777,0.14226948380958954
778,0.14226948380958954
779,0.14226948380958954
780,0.12994558370759754
781,0.12994558370759754
782,0.12994558370759754
783,0.12994558370759754
784,0.392124472043477
785,0.392124472043477
786,0.392124472043477
787,0.45905194489941087
788,0.45905194489941087
789,0.45905194489941087
790,0.15897225631342995
791,0.15897225631342995
792,0.6723554696621722
793,0.6723554696621722
794,0.6723554696621722
795,0.6723554696621722
796,0.5957166436376448
797,0.5957166436376448
798,1.0266727019713677
799,1.0266727019713677
800,1.0266727019713677
801,1.0266727019713677
802,0.5312479188250095
803,0.5312479188250095
804,0.5312479188250095
805,0.48001313282340397
806,0.48001313282340397
807,0.48001313282340397
808,0.8173920159573909
809,0.8173920159573909
810,0.8173920159573909
811,0.4412665526549042
812,0.4412665526549042
813,0.4412665526549042
814,0.4412665526549042
815,0.5878736414515509
816,0.5878736414515509
817,0.34977517924872836
818,0.34977517924872836
819,0.34977517924872836
820,0.6826549349216163
821,0.6826549349216163
822,0.6826549349216163
823,0.24039203289255281
824,0.24039203289255281
825,0.24039203289255281
826,0.24039203289255281
827,0.7063570097501048
828,0.7063570097501048
829,0.7063570097501048
830,0.46405767683108895
831,0.46405767683108895
832,0.46405767683108895
833,0.2797195566337178
834,0.2797195566337178
835,0.7297873252141754
836,0.7297873252141754
837,0.7297873252141754
838,0.7297873252141754
839,0.9607136436814182
840,0.9607136436814182
841,0.9607136436814182
842,0.895857919282759
843,0.895857919282759
844,0.895857919282759
845,0.895857919282759
846,1.0787807216677732
847,1.0787807216677732
848,1.0787807216677732
849,0.3907187236056021
850,0.3907187236056021
851,0.3907187236056021
852,1.2149230315831283
853,1.2149230315831283
854,0.8500901605537527
855,0.8500901605537527
856,0.8500901605537527
857,0.374489116280783
858,0.374489116280783
859,0.374489116280783
860,0.374489116280783
861,3.169013545322959
862,3.169013545322959
863,3.169013545322959
864,0.18932886641065277
865,0.18932886641065277
866,0.3182216037073293
867,0.3182216037073293
868,0.3182216037073293
869,0.3182216037073293
870,1.4833817951773363
871,1.4833817951773363
872,1.4833817951773363
873,1.49502317339208
874,1.49502317339208
875,1.49502317339208
876,1.49502317339208
877,0.21630981559252374
878,0.21630981559252374
879,0.21630981559252374
880,0.7411062297597429
881,0.7411062297597429
882,0.19105676891774573
883,0.19105676891774573
884,0.19105676891774573
885,0.19105676891774573
886,0.10017970373107944
887,0.10017970373107944
888,0.10017970373107944
889,0.13067216742496385
890,0.13067216742496385
891,0.42185083932063006
892,0.42185083932063006
893,0.42185083932063006
894,0.42185083932063006
895,0.14051402946995928
896,0.14051402946995928
897,0.14051402946995928
898,0.5374177669266158
899,0.5374177669266158
900,0.23618722926450034
901,0.23618722926450034
902,0.23618722926450034
903,0.23618722926450034
904,0.03229667074368912
905,0.03229667074368912
906,0.03229667074368912
907,0.03229667074368912
908,0.2199861061290215
909,0.2199861061290215
910,0.37536774157155006
911,0.37536774157155006
912,0.37536774157155006
913,0.37536774157155006
914,0.6472528088013203
915,0.6472528088013203
916,0.6472528088013203
917,0.07018754734728075
918,0.07018754734728075
919,0.07018754734728075
920,0.5519741359462927
921,0.5519741359462927
922,0.5519741359462927
923,0.043322657270974695
924,0.043322657270974695
925,0.043322657270974695
926,0.09645418971740836
927,0.09645418971740836
928,0.03973902129963807
929,0.03973902129963807
930,0.03973902129963807
931,0.1019140128799389
932,0.1019140128799389
933,0.1019140128799389
934,0.1019140128799389
935,0.40155464884280373
936,0.40155464884280373
937,0.40155464884280373
938,0.40334524261334564
939,0.40334524261334564
940,0.40334524261334564
941,0.40334524261334564
942,7.68060218068524e-05
943,7.68060218068524e-05
944,0.32175963971593563
945,0.32175963971593563
946,0.32175963971593563
947,0.32175963971593563
948,0.6394863449369911
949,0.6394863449369911
950,0.6394863449369911
951,0.3421389484931875
952,0.3421389484931875
953,0.6110569261719833
954,0.6110569261719833
955,0.6110569261719833
956,0.649057831846855
957,0.649057831846855
958,0.649057831846855
959,0.13634851974008982
960,0.13634851974008982
961,0.13634851974008982
962,0.13634851974008982
963,0.3923811901186756
964,0.3923811901186756
965,0.3923811901186756
966,0.3759238205442278
967,0.3759238205442278
968,0.3759238205442278
969,0.3759238205442278
970,0.16797078000105917
971,0.16797078000105917
972,0.43887696117626646
973,0.43887696117626646
974,0.43887696117626646
975,0.4254120074797041
976,0.4254120074797041
977,0.4254120074797041
978,0.4254120074797041
979,0.07833114070507244
980,0.07833114070507244
981,0.07833114070507244
982,0.44046229351689553
983,0.44046229351689553
984,0.44046229351689553
985,0.8379390512803191
986,0.8379390512803191
987,0.33058585429773146
988,0.33058585429773146
989,0.33058585429773146
990,0.33058585429773146
991,0.008155030054516586
992,0.008155030054516586
993,0.008155030054516586
994,0.18084770127260175
995,0.18084770127260175
996,0.18084770127260175
997,0.29962357651137644
998,0.29962357651137644
999,0.29962357651137644
1000,0.11833243020685368
1001,0.11833243020685368
1002,0.11833243020685368
1003,0.11833243020685368
1004,0.3834570905196062
1005,0.3834570905196062
1006,0.7894062079377887
1007,0.7894062079377887
1008,0.7894062079377887
1009,0.7894062079377887
1010,0.15785611632002758
1011,0.15785611632002758
1012,0.13654063605858296
1013,0.13654063605858296
1014,0.13654063605858296
1015,0.13654063605858296
1016,0.44810201513674464
1017,0.44810201513674464
1018,0.44810201513674464
1019,0.25116030570711
1020,0.25116030570711
1021,0.2101540013482158
1022,0.2101540013482158
1023,0.2101540013482158
1024,0.2101540013482158
1025,0.9381264686206304
1026,0.9381264686206304
1027,0.9381264686206304
1028,0.33225171059049025
1029,0.33225171059049025
1030,0.33225171059049025
1031,0.33225171059049025
1032,0.8068938609070713
1033,0.8068938609070713
1034,0.8068938609070713
1035,0.5444609795482758
1036,0.5444609795482758
1037,0.5444609795482758
1038,0.07160029478498053
1039,0.07160029478498053
1040,0.3249369175837963
1041,0.3249369175837963
1042,0.3249369175837963
1043,2.466354228123548
1044,2.466354228123548
1045,2.466354228123548
1046,2.466354228123548
1047,0.5165750297629773
1048,0.5165750297629773
1049,0.5165750297629773
1050,0.12664746579906233
1051,0.12664746579906233
1052,0.12664746579906233
1053,1.2604602649900918
1054,1.2604602649900918
1055,1.2604602649900918
1056,0.35460289938394723
1057,0.35460289938394723
1058,0.35460289938394723
1059,0.46831129153969486
1060,0.46831129153969486
1061,0.46831129153969486
1062,0.46831129153969486
1063,0.18925981496123845
1064,0.18925981496123845
1065,0.12328222859055507
1066,0.12328222859055507
1067,0.12328222859055507
1068,0.12328222859055507
1069,0.17181442355378837
1070,0.17181442355378837
1071,0.17181442355378837
1072,0.5163572134488936
1073,0.5163572134488936
1074,0.08374276923376701
1075,0.08374276923376701
1076,0.08374276923376701
1077,0.4728748720978124
1078,0.4728748720978124
1079,0.4728748720978124
1080,0.4728748720978124
1081,0.5367622228862703
1082,0.5367622228862703
1083,0.5367622228862703
1084,0.9336253237609731
1085,0.9336253237609731
1086,0.9336253237609731
1087,0.6090446652970252
1088,0.6090446652970252
1089,0.6090446652970252
1090,1.255622114322089
1091,1.255622114322089
1092,1.255622114322089
1093,1.255622114322089
1094,0.01624705603996126
1095,0.01624705603996126
1096,0.01624705603996126
1097,0.7524779247229569
1098,0.7524779247229569
1099,0.4328236343817943
1100,0.4328236343817943
1101,0.4328236343817943
1102,0.4328236343817943
1103,0.9980074007852698
1104,0.9980074007852698
1105,0.9980074007852698
1106,0.0506955097825256
1107,0.0506955097825256
1108,0.0506955097825256
1109,0.42517300997794505
1110,0.42517300997794505
1111,0.42517300997794505
1112,0.16977170984843867
1113,0.16977170984843867
1114,0.8269566912972389
1115,0.8269566912972389
1116,0.8269566912972389
1117,0.8269566912972389
1118,0.4414756651188262
1119,0.4414756651188262
1120,0.1447214598620834
1121,0.1447214598620834
1122,0.1447214598620834
1123,0.1447214598620834
1124,1.0175970016164837
1125,1.0175970016164837
1126,1.0175970016164837
1127,1.0175970016164837
1128,0.12111882542928716
1129,0.12111882542928716
1130,0.013800155084730701
1131,0.013800155084730701
1132,0.013800155084730701
1133,0.12254799988437476
1134,0.12254799988437476
1135,0.12254799988437476
1136,0.12254799988437476
1137,0.9351213711261943
1138,0.9351213711261943
1139,0.3539668213898109
1140,0.3539668213898109
1141,0.3539668213898109
1142,0.3539668213898109
1143,0.12814207576191405
1144,0.12814207576191405
1145,0.12814207576191405
1146,0.3239904535239332
1147,0.3239904535239332
1148,0.3239904535239332
1149,0.32354925500614884
1150,0.32354925500614884
1151,0.32354925500614884
1152,0.32354925500614884
1153,0.23772289261099
1154,0.23772289261099
1155,0.23772289261099
1156,0.19367958228748888
1157,0.19367958228748888
1158,0.19367958228748888
1159,0.23340122896817933
1160,0.23340122896817933
1161,0.23340122896817933
1162,0.5320976174189885
1163,0.5320976174189885
1164,0.15980610754548383
1165,0.15980610754548383
1166,0.15980610754548383
1167,0.22190462639069136
1168,0.22190462639069136
1169,0.22190462639069136
1170,0.22190462639069136
1171,0.7330836766709838
1172,0.7330836766709838
1173,0.7330836766709838
1174,0.03118727997097293
1175,0.03118727997097293
1176,0.03118727997097293
1177,0.012090717068573783
1178,0.012090717068573783
1179,0.012090717068573783
1180,0.7083965133777044
1181,0.7083965133777044
1182,0.7083965133777044
1183,0.7083965133777044
1184,0.4271835399687559
1185,0.4271835399687559
1186,0.4271835399687559
1187,0.07139334554384252
1188,0.07139334554384252
1189,0.152798752535883
1190,0.152798752535883
1191,0.152798752535883
1192,0.1827458633254603
1193,0.1827458633254603
1194,0.1827458633254603
1195,0.1827458633254603
1196,0.16038227000475716
1197,0.16038227000475716
1198,0.16038227000475716
1199,0.24087726654524466
1200,0.24087726654524466
1201,0.24087726654524466
1202,0.34281778712321126
1203,0.34281778712321126
1204,0.34281778712321126
1205,0.03710038930537307
1206,0.03710038930537307
1207,0.03710038930537307
1208,0.7632328708296603
1209,0.7632328708296603
1210,0.7632328708296603
1211,0.43360549654209757
1212,0.43360549654209757
1213,0.43360549654209757
1214,0.43360549654209757
1215,0.8752598263714846
1216,0.8752598263714846
1217,0.8752598263714846
1218,0.4622780772867401
1219,0.4622780772867401
1220,0.4622780772867401
1221,0.6095542270926178
1222,0.6095542270926178
1223,0.048575487888462866
1224,0.048575487888462866
1225,0.048575487888462866
1226,0.2007246153599773
1227,0.2007246153599773
1228,0.2007246153599773
1229,0.2007246153599773
1230,0.35218240231006004
1231,0.35218240231006004
1232,0.35218240231006004
1233,0.772585327744097
1234,0.772585327744097
1235,0.772585327744097
1236,0.3919638329198034
1237,0.3919638329198034
1238,0.3919638329198034
1239,0.18678008111999947
1240,0.18678008111999947
1241,0.18678008111999947
1242,0.7797008947317634
1243,0.7797008947317634
1244,0.7797008947317634
1245,0.7797008947317634
1246,0.6493409617158279
1247,0.6493409617158279
1248,0.6493409617158279
1249,0.509086183419248
