Timestamp,Gyroscope_x,Gyroscope_y,Gyroscope_z,Accelerometer_x,Accelerometer_y,Accelerometer_z,Magnetometer_x,Magnetometer_y,Magnetometer_z,Latitude,Longitude,Altitude,Speed
1677898583026,null,null,null,null,null,null,49.46189880371094,-14.155744552612305,-6.875301361083984,null,null,null,null
1677898583033,-0.008500809781253338,0.004394748248159885,0.00908830389380455,null,null,null,null,null,null,null,null,null,null
1677898583037,null,null,null,0.069000244140625,-1.0034332275390625,-0.2412109375,null,null,null,null,null,null,null
1677898583132,null,null,null,null,null,null,49.14537048339844,-14.131338119506836,-6.451503753662109,null,null,null,null
1677898583138,null,null,null,0.08428955078125,-1.0391387939453125,-0.2017364501953125,null,null,null,null,null,null,null
1677898583144,-0.18518289923667908,-0.006403038278222084,-0.00019387812062632293,null,null,null,null,null,null,null,null,null,null
1677898583235,null,null,null,null,null,null,49.505218505859375,-14.35325813293457,-6.888389587402344,null,null,null,null
1677898583240,-0.008040083572268486,0.021999841555953026,0.002642122097313404,null,null,null,null,null,null,null,null,null,null
1677898583246,null,null,null,0.0639495849609375,-0.944671630859375,-0.2234039306640625,null,null,null,null,null,null,null
1677898583336,null,null,null,null,null,null,49.43584442138672,-14.356515884399414,-6.948951721191406,null,null,null,null
1677898583342,null,null,null,0.053680419921875,-0.925811767578125,-0.2625274658203125,null,null,null,null,null,null,null
1677898583358,0.13454529643058777,-0.007653126027435064,0.017348363995552063,null,null,null,null,null,null,null,null,null,null
1677898583421,null,null,null,null,null,null,49.53841781616211,-14.63238525390625,-7.215030670166016,null,null,null,null
1677898583429,-0.07650063186883926,0.015000254847109318,-0.0052054147236049175,null,null,null,null,null,null,null,null,null,null
1677898583436,null,null,null,0.0679168701171875,-1.010223388671875,-0.2152252197265625,null,null,null,null,null,null,null
1677898583536,null,null,null,null,null,null,49.575721740722656,-14.715811729431152,-7.463672637939453,null,null,null,null
1677898583542,null,null,null,0.0713653564453125,-0.9709320068359375,-0.223052978515625,null,null,null,null,null,null,null
1677898583547,-0.04043956845998764,0.009134909138083458,-0.015173626132309437,null,null,null,null,null,null,null,null,null,null
1677898583637,null,null,null,null,null,null,49.479286193847656,-14.747675895690918,-7.388401031494141,null,null,null,null
1677898583643,0.08940071612596512,-0.016466058790683746,0.010790595784783363,null,null,null,null,null,null,null,null,null,null
1677898583649,null,null,null,0.0651092529296875,-0.9475860595703125,-0.25811767578125,null,null,null,null,null,null,null
1677898583725,null,null,null,null,null,null,49.28398895263672,-13.999605178833008,-6.731781005859375,null,null,null,null
1677898583731,-0.08217956125736237,0.0052022188901901245,-0.003221359569579363,null,null,null,null,null,null,null,null,null,null
1677898583737,null,null,null,0.07098388671875,-0.996856689453125,-0.21728515625,null,null,null,null,null,null,null
1677898583836,null,null,null,null,null,null,49.21474075317383,-13.825286865234375,-6.718730926513672,null,null,null,null
1677898583843,0.06185324862599373,0.013287842273712158,-0.0026072347536683083,null,null,null,null,null,null,null,null,null,null
1677898583860,null,null,null,0.055267333984375,-0.934326171875,-0.2264404296875,null,null,null,null,null,null,null
1677898583926,null,null,null,null,null,null,49.14387893676758,-14.299833297729492,-6.958736419677734,null,null,null,null
1677898583932,0.1070857048034668,-0.009488044306635857,0.02165869064629078,null,null,null,null,null,null,null,null,null,null
1677898583938,null,null,null,0.05865478515625,-0.9604644775390625,-0.2612762451171875,null,null,null,null,null,null,null
1677898584038,null,null,null,null,null,null,49.205142974853516,-14.074668884277344,-6.516632080078125,null,null,null,null
1677898584043,null,null,null,0.078887939453125,-1.0291748046875,-0.2042694091796875,null,null,null,null,null,null,null
1677898584049,-0.14670048654079437,0.0031523837242275476,-0.007458182517439127,null,null,null,null,null,null,null,null,null,null
1677898584143,null,null,null,null,null,null,49.555233001708984,-14.713665962219238,-7.275749206542969,null,null,null,null
