Timestamp,Gyroscope_x,Gyroscope_y,Gyroscope_z,Accelerometer_x,Accelerometer_y,Accelerometer_z,Magnetometer_x,Magnetometer_y,Magnetometer_z,Latitude,Longitude,Altitude,Speed,Accelerometer_vehicle_x,Accelerometer_vehicle_y,Accelerometer_vehicle_z,Time,Accelerometer_Average,event,value,label
1677898528251,0.2115537971258163,0.0712041407823562,-0.0695447251200676,-0.0555419921875,-0.837249755859375,-0.3218536376953125,-11.970453262329102,-10.777801513671877,-12.042388916015623,24.78744182804459,120.99793635942484,92.76740812789647,5.043490502370266,-0.04278769358769772,-0.0927657374281726,0.8928748859259609,1677898528.251,0.9949515368240961,5095,0.8928748859259609,2
1677898538428,-0.271972119808197,-0.0184724833816289,0.0390278249979019,0.03509521484375,-1.119384765625,-0.2514801025390625,-12.544389724731444,-10.292685508728027,-12.339252471923828,24.787818773088212,120.998599798506,90.86066596210004,5.591045493137019,0.05147094417175107,0.04863778069209096,1.145635752666064,1677898538.428,0.9949515368240961,5408,1.145635752666064,2
1677898538342,-0.271972119808197,-0.0184724833816289,0.0390278249979019,0.03509521484375,-1.119384765625,-0.2514801025390625,-11.880086898803713,-10.74593734741211,-12.291378021240234,24.787818773088212,120.998599798506,90.86066596210004,5.591045493137019,0.05147094417175107,0.04863778069209096,1.145635752666064,1677898538.342,0.9949515368240961,5407,1.145635752666064,2
1677898538336,-0.271972119808197,-0.0184724833816289,0.0390278249979019,0.0805816650390625,-1.136627197265625,-0.2333984375,-11.880086898803713,-10.74593734741211,-12.291378021240234,24.787818773088212,120.998599798506,90.86066596210004,5.591045493137019,0.09712336585419502,0.07058509566711879,1.1569245511296902,1677898538.336,0.9949515368240961,5406,1.1569245511296902,2
1677898538329,-0.1381589323282241,-0.0432065911591053,0.0101402522996068,0.0805816650390625,-1.136627197265625,-0.2333984375,-11.880086898803713,-10.74593734741211,-12.291378021240234,24.787818773088212,120.998599798506,90.86066596210004,5.591045493137019,0.09712336585419502,0.07058509566711879,1.1569245511296902,1677898538.329,0.9949515368240961,5405,1.1569245511296902,2
1677898538229,-0.1381589323282241,-0.0432065911591053,0.0101402522996068,0.0805816650390625,-1.136627197265625,-0.2333984375,-11.68983268737793,-10.864572525024414,-12.285163879394531,24.787818773088212,120.998599798506,90.86066596210004,5.591045493137019,0.09712336585419502,0.07058509566711879,1.1569245511296902,1677898538.229,0.9949515368240961,5404,1.1569245511296902,2
1677898537624,0.0424499884247779,-0.0763938426971435,0.0200967453420162,-0.0488128662109375,-1.197052001953125,-0.0805511474609375,-10.67618179321289,-11.435726165771484,-13.594558715820312,24.787783265384864,120.99854255297927,91.11148305982351,5.385131811351651,-0.03199295291743035,0.23389315887266493,1.1773169156353673,1677898537.624,0.9949515368240961,5384,1.1773169156353673,2
1677898537617,-0.0595488138496875,-0.1067677214741706,0.0843649506568908,-0.0488128662109375,-1.197052001953125,-0.0805511474609375,-10.67618179321289,-11.435726165771484,-13.594558715820312,24.787783265384864,120.99854255297927,91.11148305982351,5.385131811351651,-0.03199295291743035,0.23389315887266493,1.1773169156353673,1677898537.617,0.9949515368240961,5383,1.1773169156353673,2
1677898537538,-0.0595488138496875,-0.1067677214741706,0.0843649506568908,-0.0488128662109375,-1.197052001953125,-0.0805511474609375,-10.54962921142578,-11.449058532714844,-13.90764617919922,24.787783265384864,120.99854255297927,91.11148305982351,5.385131811351651,-0.03199295291743035,0.23389315887266493,1.1773169156353673,1677898537.538,0.9949515368240961,5382,1.1773169156353673,2
1677898537140,0.1249256879091262,-0.0326801836490631,-0.1024528741836547,0.092193603515625,-1.0561676025390625,-0.3275146484375,-10.602399826049805,-11.79680061340332,-14.993316650390623,24.787746954631952,120.99848464296603,91.35103353857994,5.690708839866541,0.10797420139964406,-0.04123373872241354,1.1035836446534206,1677898537.14,0.9949515368240961,5368,1.1035836446534206,2
